aaa,",5
amfm,He switched from AM to FM radio,4
amia,,5
amid,He stood amid the crowd,2
amie,,5
amif,,5
amii,,5
amil,,5
amin,,5
amir,Amir is a common name in the Middle East,3
amis,,5
amla,,5
ammo,They ran out of ammo during the game,2
amob,,5
amof,,5
amoi,,5
amok,He ran amok in the streets,2
amon,,5
amoo,,5
amor,Amor means love in Spanish,3
amos,Amos is a book in the Bible,3
amoy,,5
ampm,He works the AMPM shift,4
amps,The guitar amps were loud,2
amso,,5
amto,,5
amts,,5
amul,,5
amur,The Amur River is in Asia,4
amus,,5
amyl,,5
amys,,5
anad,,5
anag,,5
anal,He gave an anal response,3
anan,,5
anap,,5
anas,,5
anat,,5
anax,,5
ance,,5
ancy,,5
anda,,5
ande,,5
andi,,5
andl,,5
ando,,5
ands,,5
andy,Andy is a common first name,2
aneg,,5
anes,,5
anet,,5
anew,They started anew,2
anga,,5
ange,,5
angs,,5
ania,,5
anif,,5
anik,,5
anil,,5
anim,,5
anin,,5
anip,,5
anis,,5
anit,,5
anka,,5
anke,,5
ankh,An ankh is an ancient Egyptian symbol,3
anna,Anna is a common first name,2
annb,,5
anne,Anne is a common first name,2
anni,,5
anno,Anno Domini (A.D.) is used in the Gregorian calendar,3
anns,,5
anoa,,5
anod,,5
anon,I'll see you anon,3
anos,,5
anow,,5
anox,,5
ansa,,5
anse,,5
ansu,,5
anta,,5
ante,He placed his ante in the poker game,2
anth,,5
anti,She is anti-smoking,1
antm,ANTM stands for America's Next Top Model,4
ants,Ants are hardworking insects,1
antz,Antz is a 1998 animated film,3
anun,,5
anus,The doctor examined the patient's anus,2
anut,,5
anwr,ANWR stands for Arctic National Wildlife Refuge,4
anya,Anya Taylor-Joy is a popular actress,3
anza,,5
aohe,,5
aohy,,5
aoki,Steve Aoki is a famous DJ,3
aoks,,5
aone,,5
aorb,,5
aout,,5
apal,,5
apar,,5
apat,,5
apaw,,5
apay,,5
apbs,,5
apea,,5
aped,He aped his friend's behavior,3
apeg,,5
apen,,5
aper,,5
apes,Apes are closely related to humans,1
apet,,5
apex,He reached the apex of the mountain,2
apia,Apia is the capital of Samoa,4
apie,,5
apig,,5
apin,,5
apip,,5
apis,,5
apit,,5
apoc,,5
apod,,5
apoo,,5
apop,,5
apos,,5
apot,,5
apox,,5
appa,,5
appl,,5
apps,He downloaded several apps on his phone,1
appt,He has a doctor's appt tomorrow,3
apri,,5
apro,,5
aprs,,5
apse,The church has a beautiful apse,3
apso,Lhasa Apso is a breed of dog,3
apts,He lives in one of the new apts downtown,3
apup,,5
apus,,5
aqse,,5
aqua,Aqua is the Latin word for water,2
aque,,5
aqui,,5
arab,He is an Arab by ethnicity,2
arad,,5
arag,,5
arak,,5
aral,The Aral Sea is a lake in Central Asia,4
aram,,5
aran,,5
arap,,5
arar,,5
aras,,5
arat,,5
arau,,5
araw,,5
aray,,5
arba,,5
arbs,,5
arby,,5
arca,,5
arch,He walked under the arch,1
arco,Arco is a musical term meaning to play with the bow,4
arcs,The story arcs were well-developed,2
ards,,5
area,This area is restricted,1
ared,,5
aree,,5
areg,,5
arei,,5
areo,,5
ares,Ares is the Greek god of war,3
aret,,5
arew,,5
arfs,The dog arfs loudly,3
argh,Argh! I can't believe I forgot,3
argo,The ship Argo sailed with Jason,3
aria,She sang a beautiful aria,2
arib,,5
arid,The desert is arid,2
arie,,5
arik,,5
aril,The aril is the fleshy part of some seeds,4
arin,,5
arip,,5
aris,,5
ariz,,5
arks,The arks were built to survive the flood,3
arky,,5
arle,,5
arlo,Arlo is a popular name,3
arma,,5
arme,,5
arms,He has strong arms,1
army,He joined the army,1
arna,,5
arne,,5
arno,The Arno River flows through Florence,3
arod,A-Rod is a famous baseball player,3
aron,,5
aroo,,5
arow,,5
arpa,ARPA was the precursor to DARPA,4
arps,,5
arrr,"Arrr, matey!",3
arrs,,5
arse,He fell on his arse,3
arsy,,5
arta,,5
arte,,5
arti,,5
arts,She loves the arts,1
arty,He's very arty and creative,2
arug,,5
arui,,5
arum,The arum lily is beautiful,3
arun,,5
arut,,5
arvo,"In Australia, arvo means afternoon",4
arya,Arya Stark is a character from Game of Thrones,3
arye,,5
aryl,An aryl group is a functional group in chemistry,4
asad,,5
asan,,5
asap,I'll get it done ASAP,2
asar,,5
asas,,5
asay,,5
asch,,5
asci,Asci are structures in fungi,4
asdf,,5
asdo,,5
asea,He was lost at sea,3
asec,,5
ases,,5
aset,,5
asha,,5
ashe,,5
ashy,The sky looked ashy after the fire,3
asia,Asia is the largest continent,1
asie,,5
asif,As if that would ever happen,2
asim,,5
asin,,5
asip,,5
asir,,5
asis,,5
asit,,5
aska,,5
aske,,5
asks,He asks a lot of questions,1
asmr,ASMR videos are popular for relaxation,3
asmy,,5
asno,,5
asob,,5
asof,,5
asok,,5
ason,,5
asop,,5
asor,,5
asou,,5
asps,The asps are dangerous snakes,3
assd,,5
asse,,5
assn,He is a member of the Assn.,4
asst,She is the asst. manager,4
assy,,5
asta,,5
asti,Asti is a type of sparkling wine from Italy,3
asto,,5
astr,,5
asur,,5
asus,ASUS is a popular computer hardware company,3
aswe,,5
asye,,5
atab,,5
atad,,5
atah,,5
atan,,5
atap,,5
atar,,5
atat,,5
atax,,5
atco,,5
atea,,5
atee,,5
atem,,5
aten,,5
ates,,5
aths,,5
atic,,5
atie,,5
atin,,5
atip,,5
atis,,5
atit,,5
atka,,5
atle,,5
atli,,5
atma,Atma is a term in Hindu philosophy meaning soul,4
atme,,5
atmo,,5
atms,,5
atmy,,5
atno,,5
atob,,5
atoc,,5
atoe,,5
atoi,,5
atok,,5
atom,An atom is the basic unit of a chemical element,1
aton,,5
atop,He stood atop the mountain,2
ator,,5
atoy,,5
atoz,From A to Z,1
atra,,5
atri,,5
atry,,5
atso,,5
atst,,5
atta,,5
attn,Please address it to the attn of the manager,4
atto,,5
atts,,5
attu,,5
atty,He is a well-known atty in the city,4
atua,,5
atub,,5
atug,,5
atul,,5
atus,,5
atvs,ATVs are popular for off-road adventures,3
atwo,,5
atwt,,5
atya,,5
auas,,5
aube,,5
audi,Audi is a German automobile manufacturer,2
auel,Jean Auel is the author of "The Clan of the Cave Bear",4
auer,,5
aufs,,5
auge,,5
augs,,5
auks,Auks are seabirds found in the northern hemisphere,3
aula,,5
auld,Auld Lang Syne is a traditional song,3
aune,,5
aung,Aung San Suu Kyi is a political leader from Myanmar,4
aunt,My aunt is visiting us this weekend,1
aura,She has a calming aura,2
auri,,5
aust,,5
auth,,5
auti,,5
auto,He drives an auto to work,1
aval,,5
avan,,5
avas,,5
avec,"Avec" means "with" in French,4
avel,,5
aveo,The Chevrolet Aveo is a compact car,3
aver,I aver that he is innocent,3
aves,Aves is the class of birds,4
avey,,5
avez,,5
avgs,,5
avia,Avia is a brand of athletic shoes,3
avid,He is an avid reader,1
avis,The Avis car rental service,3
aviv,Tel Aviv is a city in Israel,3
avon,Avon is known for its beauty products,3
avor,,5
avos,,5
avow,He avowed his love for her,3
awac,,5
awad,,5
awag,,5
awar,,5
away,He went away for the weekend,1
awdl,,5
aweb,,5
awed,She was awed by the beautiful scenery,2
awee,,5
awes,The view awes everyone who sees it,3
awet,,5
awfy,,5
awho,,5
awks,,5
awls,He used awls to punch holes in the leather,3
awns,The grass had long awns,3
awny,,5
awol,He went AWOL from the army,3
awry,Something went awry with the plan,2
axal,,5
axed,He axed the old project,2
axel,He performed a perfect axel in the skating competition,3
axer,,5
axes,He sharpened the axes,1
axid,,5
axil,The axil of the plant was damaged,3
axis,The Earth rotates on its axis,1
axle,The car's axle was broken,2
axon,Neurons have long axons,3
axto,,5
ayah,The ayah took care of the children,3
ayen,,5
ayer,,5
ayes,The ayes have it,3
ayin,,5
ayla,,5
ayns,,5
ayre,,5
ayus,,5
azan,The azan is the Islamic call to prayer,3
aziz,Aziz Ansari is a famous comedian,3
azon,,5
azoo,,5
azov,,5
azul,Azul is the Spanish word for blue,3
azur,,5
azym,,5
baal,Baal was a deity in ancient cultures,3
baas,The baas of the sheep were loud,3
baba,Baba is a term for father in some cultures,3
babe,She called him babe,2
babi,,5
babs,,5
babu,Babu is a respectful term for an elder in India,3
baby,The baby is sleeping,1
bach,Bach was a famous composer,2
baci,,5
back,He stood at the back of the line,1
baco,,5
bacs,,5
bact,,5
bada,,5
badd,,5
bade,He bade them farewell,3
bads,,5
badu,Erykah Badu is a well-known singer,3
baed,,5
bael,,5
baer,Max Baer was a famous boxer,3
baes,They are my baes,3
baez,Joan Baez is a famous folk singer,3
baff,,5
baft,,5
bagh,,5
bags,She packed her bags,1
baha,,5
bahn,The Autobahn is a famous highway in Germany,3
bahr,,5
bahs,,5
baht,The baht is the currency of Thailand,3
bahu,,5
bail,He posted bail,1
bain,,5
baio,,5
bait,He used worms as bait,1
baja,Baja California is a region in Mexico,3
baju,,5
bake,I love to bake cookies,1
bakr,,5
baku,Baku is the capital of Azerbaijan,3
bala,,5
balc,,5
bald,He is going bald,1
bale,The farmer stacked the hay bale,2
bali,Bali is a popular tourist destination,2
balk,He decided to balk at the last minute,3
ball,They played with a soccer ball,1
balm,She applied lip balm,2
bals,,5
balt,,5
balu,,5
bama,Roll Tide is a cheer for Bama fans,3
bamm,,5
bams,,5
bana,,5
banc,,5
band,The band played all night,1
bane,He is the bane of my existence,2
bang,There was a loud bang,1
banh,Banh mi is a Vietnamese sandwich,3
bani,,5
bank,She works at a bank,1
bano,,5
bans,The city bans smoking in public places,2
bant,,5
baps,,5
bapt,,5
bapu,,5
bara,,5
barb,She made a sharp barb,3
bard,Shakespeare is often called the Bard,3
bare,He walked on the bare ground,1
barf,The smell made him want to barf,3
bari,Bari is a city in Italy,3
bark,The dog began to bark,1
barm,,5
barn,The horses are in the barn,1
baro,,5
barp,,5
barq,Barq's is a brand of root beer,4
barr,Barr is a common surname,3
bars,The jail cell has metal bars,1
bart,Bart Simpson is a famous cartoon character,2
base,The base of the statue,1
bash,They threw a big bash for his birthday,2
bask,He likes to bask in the sun,2
bass,He plays the bass guitar,2
bast,,5
bata,,5
bate,,5
batf,The BATF is a federal agency,4
bath,She took a relaxing bath,1
bats,Bats are nocturnal animals,1
batt,,5
batu,,5
baud,Baud rate measures data transmission speed,4
bauk,,5
baum,L. Frank Baum wrote The Wizard of Oz,3
baur,,5
bawd,She was known as a bawd in the old town,3
bawk,He began to bawk at the idea,3
bawl,The baby began to bawl,2
bawn,,5
bawr,,5
baye,,5
bayh,Evan Bayh is a former U.S. Senator,4
bays,The boat docked in the bays,2
bayt,,5
bbas,,5
bbbb,,5
bbls,Oil is measured in bbls,4
bboy,He is a talented bboy,4
bbqs,They love summer bbqs,2
bcar,,5
bcci,,5
bccs,,5
bcde,,5
bcup,,5
bday,Happy bday to you!,2
bdrm,The house has 3 bdrms,3
bead,She wore a bead necklace,2
beak,The bird has a sharp beak,2
beal,,5
beam,A beam of light shone through,1
bean,He ate a green bean,1
bear,A bear roamed the forest,1
beas,,5
beat,He beat the drum,1
beau,She introduced her beau to her friends,3
beav,,5
bebe,,5
beby,,5
bech,,5
beck,He gave a beck and call,3
bede,,5
beds,The beds were neatly made,1
bedu,,5
beeb,,5
beef,He likes his steak with beef,1
beek,,5
beem,,5
been,Where have you been?,1
beep,The car horn gave a beep,1
beer,He ordered a cold beer,1
bees,Bees are essential for pollination,1
beet,She added beet to the salad,2
bega,,5
bego,,5
begs,He begs for forgiveness,2
behn,Aphra Behn was a famous playwright,4
behr,Behr is a popular paint brand,3
beim,,5
bein,,5
beit,,5
bejo,,5
bela,,5
belg,,5
belk,Belk is a department store chain,4
bell,The bell rang loudly,1
bels,,5
belt,He tightened his belt,1
bema,,5
beme,,5
bemy,,5
bend,He can bend the metal rod,1
bene,Bene is a prefix meaning "good",4
beni,,5
benj,,5
bens,,5
bent,The wire was bent out of shape,1
benu,,5
benz,He drives a Benz,3
beof,,5
beok,,5
beon,,5
beor,,5
bere,,5
berg,He climbed the iceberg,3
beri,,5
berk,,5
berm,They built a berm to prevent flooding,3
bern,Bern is the capital of Switzerland,3
bert,Bert is a character on Sesame Street,3
beru,,5
beso,Beso means "kiss" in Spanish,3
bess,Bess is a common nickname for Elizabeth,3
best,She is the best at her job,1
beta,He tested the beta version of the software,2
bete,,5
beth,Beth is a common first name,2
beto,Beto O'Rourke is a politician,3
bets,He placed his bets on the race,2
betz,,5
bevs,They enjoyed some cold bevs,3
bevy,A bevy of swans swam by,3
beys,,5
beyz,,5
bfas,,5
bffs,They have been BFFs since childhood,3
bgon,,5
bhai,Bhai means "brother" in Hindi,4
bhat,,5
bhel,Bhel puri is a popular Indian snack,4
bhut,Bhut jolokia is one of the hottest peppers,4
bias,He has a bias towards his own team,1
bibb,,5
bibi,,5
bibs,Babies often wear bibs,2
bice,,5
bics,He bought a pack of Bics,3
bida,,5
bide,He will bide his time,3
bidi,Bidi cigarettes are popular in South Asia,4
bids,He bids farewell,2
bieb,,5
biel,,5
bien,Bien means "good" in French,3
bier,They carried the bier to the grave,3
bies,,5
biff,Biff is a character in "Back to the Future",3
biga,,5
bigc,,5
bigd,,5
bige,,5
bigg,,5
bigo,,5
bigr,,5
bigs,,5
bike,He rode his bike to work,1
biko,Biko was a South African anti-apartheid activist,3
bile,Bile is produced by the liver,2
bilk,He tried to bilk them out of money,3
bill,He paid the bill,1
bils,,5
bilt,,5
bima,,5
bind,He used rope to bind the package,2
bine,,5
bing,Bing is a search engine,2
bink,,5
bins,He sorted the recycling into bins,2
bint,,5
biog,,5
biol,,5
bios,The BIOS is a crucial part of a computer's startup process,4
bird,A bird flew by the window,1
birk,,5
birl,,5
biro,He wrote with a biro pen,3
birr,,5
bise,,5
bish,,5
bisk,,5
bist,,5
bite,The dog might bite,1
bito,,5
bits,He ate bits of the cookie,1
bitt,,5
biwa,,5
bize,,5
bkpr,,5
blab,Don't blab the secret,3
blac,,5
blad,,5
blae,,5
blag,,5
blah,The movie was blah,2
blam,,5
blas,,5
blat,,5
blau,,5
blaw,,5
blay,,5
bldg,The bldg is under construction,4
bleb,,5
bled,He bled from the cut,2
blee,,5
bleh,The food was bleh,3
blet,,5
bleu,She ordered a bleu cheese salad,3
blew,He blew out the candles,1
bley,,5
blin,,5
blip,There was a blip on the radar,2
blit,,5
blix,,5
blni,,5
blob,The paint formed a blob,2
bloc,The voting bloc was influential,3
blog,She writes a travel blog,1
blot,He used a tissue to blot the ink,2
blow,He gave a strong blow,1
blts,We ordered BLTs for lunch,3
blub,,5
blue,The sky is blue,1
bluf,,5
blum,,5
blur,The photo was a blur,1
blvd,The store is on Main Blvd,3
blys,,5
bmaj,,5
bmer,,5
bmoc,He was the BMOC in college,4
bmts,,5
bmws,He loves BMWs,3
bnai,He is a member of B'nai B'rith,4
bneg,,5
boab,,5
boac,BOAC was a British airline,4
boak,,5
boar,A wild boar appeared,2
boas,She wore feather boas,3
boat,We sailed on a boat,1
boaz,,5
boba,Boba tea is popular,3
bobo,,5
bobs,He bobs his head to the music,2
boca,Boca Raton is a city in Florida,3
bock,He ordered a bock beer,3
bode,This does not bode well,2
bods,The gym was full of fit bods,3
body,She has a healthy body,1
boep,,5
boer,The Boer War was a significant event,3
boet,,5
bofa,,5
boff,,5
bogo,The store has a BOGO sale,3
bogs,The trail went through bogs,3
bogy,,5
bohm,David Bohm was a theoretical physicist,4
boho,She has a boho style,3
bohr,Niels Bohr was a famous physicist,3
bohs,,5
boil,The water will boil soon,1
bois,,5
boke,,5
boko,Boko Haram is a terrorist group,4
boks,,5
bola,He threw a bola,3
bold,Be bold and take risks,1
bole,,5
boll,,5
bolo,He wore a bolo tie to the event,3
bolt,The door bolt was rusty,1
boma,,5
bomb,The bomb squad was called in,1
bomp,,5
bona,,5
bond,James Bond is a famous spy,1
bone,He broke a bone in his arm,1
bong,He hit the bongos with enthusiasm,3
bonk,He got a bonk on the head,3
bonn,Bonn is a city in Germany,3
bono,Bono is the lead singer of U2,2
bons,,5
bont,,5
bony,He was tall and bony,2
boob,He made a boob of himself,3
boog,,5
booh,,5
book,She read a good book,1
bool,,5
boom,The boom of the cannon was loud,1
boon,The new job was a boon to his career,2
booo,,5
boop,She gave him a playful boop on the nose,3
boor,He acted like a boor at the party,3
boos,The crowd's boos were deafening,2
boot,He wore a sturdy boot,1
bopp,,5
bops,He bops to the music,3
bora,,5
bord,,5
bore,The lecture was a bore,1
borg,,5
bork,,5
borm,,5
born,He was born in July,1
boro,,5
bors,,5
bort,,5
boru,,5
bosc,,5
bose,Bose is a brand known for its speakers,3
bosh,That's complete bosh!,3
bosk,,5
bosn,,5
boss,She is the boss of the company,1
bota,,5
bote,,5
both,Both options are good,1
bots,The game uses bots for practice,2
bott,,5
bouk,,5
boun,,5
bout,He won the boxing bout,2
bova,,5
bowa,,5
bowe,,5
bowl,She ate cereal from a bowl,1
bowr,,5
bows,He tied the bows neatly,1
boxy,The car had a boxy design,3
boya,,5
boyd,,5
boyf,,5
boyg,,5
boyo,,5
boys,The boys played soccer,1
boyz,Boyz II Men is a famous R&B group,2
bozo,He acted like a bozo,3
bpms,The song's BPMs were high,4
bpoe,,5
brac,,5
brad,Brad Pitt is a famous actor,2
brae,The cottage was near the brae,3
brag,He likes to brag about his achievements,1
brah,"Hey brah, what's up?",3
brak,,5
bram,Bram Stoker wrote Dracula,3
bran,He eats bran cereal for breakfast,2
brar,,5
bras,She bought new bras,1
brat,The kid was acting like a brat,1
brau,,5
brav,,5
braw,,5
bray,The donkey let out a loud bray,3
braz,,5
brea,,5
bred,The dog was bred for hunting,2
bree,,5
bref,,5
brei,,5
brel,,5
bren,,5
brer,Brer Rabbit is a character in folklore,3
bret,Bret Michaels is a musician,3
brew,He likes to brew his own beer,1
brey,,5
bric,,5
brie,Brie is a type of cheese,2
brig,The brig is a type of ship,3
brik,,5
brim,The brim of his hat was wide,2
brin,,5
brio,She played the piano with great brio,3
bris,,5
brit,Brit is a common abbreviation for British,3
brno,Brno is a city in the Czech Republic,4
brod,,5
brog,,5
brom,,5
bron,,5
broo,,5
bros,He went out with his bros,2
brow,She furrowed her brow in concentration,2
broz,,5
brrr,"Brrr, it's cold outside",3
brrs,,5
bruh,"Bruh, that's amazing",2
brun,,5
brus,,5
brut,He prefers brut champagne,3
bruv,"Hey bruv, how's it going?",3
brux,Bruxism is the medical term for teeth grinding,4
bryn,Bryn is a common Welsh name,4
bryo,,5
bscs,,5
bsed,,5
bsix,,5
bsmt,The bsmt is short for basement,4
bten,,5
btob,B2B stands for business-to-business,4
btus,BTUs measure energy,4
btwo,,5
buat,,5
buba,,5
bubo,A bubo is a swollen lymph node,4
bubs,,5
bubu,,5
buck,He paid a buck for the candy,1
buco,,5
bucs,The Bucs is short for the Buccaneers,3
buda,,5
budd,Budd is a surname,4
budi,,5
budo,Budo is a Japanese martial arts term,4
buds,The flower buds are blooming,2
buen,,5
buff,He is really buff from working out,2
bufo,Bufo is a genus of toads,4
bugs,The software has many bugs,1
buhl,,5
buhr,,5
buik,,5
buke,,5
bulb,The light bulb needs replacing,1
bulg,,5
bulk,He bought in bulk to save money,1
bull,The bull charged at the matador,1
bumf,,5
bump,He felt a bump on the road,1
bums,The bums were sleeping on the bench,2
buna,,5
bunb,,5
bund,,5
bung,He used a bung to seal the barrel,3
bunk,He slept on the top bunk,2
bunn,,5
buns,She baked some delicious buns,2
bunt,He made a perfect bunt in the game,3
buon,,5
buoy,The buoy marked the safe swimming area,2
bura,,5
burb,He lives in a quiet burb,3
burd,,5
bure,,5
burg,He lives in a small burg,3
burj,Burj Khalifa is the tallest building in the world,3
burk,,5
burl,He wore a burl shirt,4
burn,Don't burn yourself on the stove,1
burp,The baby let out a loud burp,2
burr,A burr is a rough edge on metal,3
burs,,5
burt,Burt is a common first name,3
bury,He decided to bury the treasure,1
bush,The bush was full of flowers,1
busk,He decided to busk on the street for money,3
buss,He gave her a quick buss on the cheek,3
bust,The bust of the statue was impressive,2
busx,,5
busy,She is always busy with work,1
buta,,5
bute,,5
buti,,5
buts,"No ifs, ands, or buts",2
butt,He accidentally bumped his butt,2
butz,,5
buys,He buys groceries every week,1
buzz,I heard a buzz in the room,1
bvds,,5
bway,Broadway is famous for its theaters,3
byan,,5
byde,,5
byer,,5
byes,He said his goodbyes,2
byke,,5
byme,,5
byng,,5
byno,,5
byob,The party is BYOB (Bring Your Own Bottle),3
byol,,5
byrd,Admiral Byrd was a famous explorer,3
byre,The cows were kept in the byre,4
byrl,,5
byte,A byte is a unit of digital information,2
bzzt,,5
caan,James Caan was a famous actor,3
caas,,5
caba,,5
cabo,Cabo San Lucas is a popular vacation spot,3
cabs,We took cabs to get around the city,1
caca,,5
cack,,5
caco,,5
cada,,5
cade,,5
cadi,,5
cads,He acted like a cad,3
cady,Cady Heron is a character in Mean Girls,3
caen,Caen is a city in France,4
cafe,We met at a small cafe,1
caff,,5
cage,The bird was in a cage,1
cags,,5
cagy,,5
cahn,Sammy Cahn was a famous lyricist,4
caid,,5
cain,Cain and Abel are biblical figures,2
cait,,5
cake,She baked a delicious cake,1
caky,The cake was a bit caky,3
calc,,5
cale,,5
calf,A baby cow is called a calf,1
cali,Short for California,3
calk,,5
call,Give me a call later,1
calm,Stay calm during the storm,1
calo,,5
calp,,5
cals,,5
calx,,5
cama,,5
came,He came to the party,1
cami,She wore a cami under her shirt,3
camo,He wore camo pants,2
camp,We set up camp by the lake,1
cams,The cams in the engine need adjustment,3
cana,,5
canc,,5
cane,He walked with a cane,1
cang,,5
cani,,5
cann,,5
cano,,5
cans,We recycled the cans,1
cant,He spoke in a strange cant,3
cany,,5
capa,,5
cape,Superman wears a cape,1
caph,,5
capi,,5
capn,,5
capo,He used a capo on his guitar,3
capp,,5
caps,He collects bottle caps,1
capt,,5
cara,Cara is a common first name,3
carb,He is on a low-carb diet,2
card,She sent me a birthday card,1
care,Take care of yourself,1
cari,,5
cark,,5
carl,Carl is a common first name,3
carn,,5
caro,,5
carp,The pond is full of carp,2
carr,,5
cars,I love vintage cars,1
cart,We pushed the cart down the aisle,1
carx,,5
cary,Cary Grant was a famous actor,3
casa,Mi casa es su casa,3
case,The detective solved the case,1
cash,He paid in cash,1
cask,The wine was aged in a cask,3
cass,,5
cast,The cast of the play was excellent,1
cate,,5
cath,,5
cato,Cato the Elder was a Roman statesman,3
cats,Cats are popular pets,1
catt,Catt was a leader in the women's suffrage movement,3
catv,,5
cauf,,5
cauk,,5
caul,He wore a caul to protect his head,4
caum,,5
caup,,5
cava,Cava is a type of Spanish sparkling wine,3
cave,They explored the cave,1
cavo,,5
cavs,The Cavs won the basketball game,3
cavy,A cavy is another name for a guinea pig,4
cawk,,5
caws,The crows cawed loudly,3
cays,The Florida Keys are also known as cays,3
cber,,5
cbgb,CBGB was a famous music club in New York,4
ccci,,5
cccl,,5
cccp,The CCCP was the abbreviation for the Soviet Union,4
cccx,,5
cced,,5
ccii,,5
cciv,,5
ccix,,5
ccli,,5
cclv,,5
cclx,,5
ccny,CCNY is a college in New York,4
cctv,CCTV cameras are used for surveillance,3
ccup,,5
ccvi,,5
ccxi,,5
cdef,,5
cder,,5
cdii,,5
cdiv,,5
cdix,,5
cdli,,5
cdlv,,5
cdrs,CDRs are used to store data,3
cdvi,,5
ceas,,5
cebu,Cebu is an island in the Philippines,3
ceca,,5
cece,,5
ceci,,5
cede,He decided to cede the territory,3
cedi,The cedi is the currency of Ghana,4
ceeb,,5
cees,,5
ceil,They decided to ceil the room,4
cela,,5
cell,The cell is the basic unit of life,1
cels,,5
celt,He is a fan of Celtic culture,3
cena,John Cena is a famous wrestler,3
cene,,5
ceno,,5
cens,,5
cent,A cent is one hundredth of a dollar,1
ceos,CEOs lead companies,1
cepe,,5
ceps,,5
cera,,5
cere,,5
cerf,Vint Cerf is one of the fathers of the internet,4
cern,CERN is a famous research organization,3
cero,,5
cers,,5
cert,He received a cert for his achievement,3
cess,,5
cest,,5
ceta,,5
cete,,5
ceto,,5
cfcs,CFCs are harmful to the ozone layer,3
cfls,,5
cfos,CFOs manage company finances,2
cged,,5
chad,Chad is a country in Africa,2
chaf,The rough fabric began to chaf his skin,4
chai,Chai tea is popular in many cultures,2
chal,,5
cham,,5
chan,Jackie Chan is a famous actor,2
chao,,5
chap,He is a friendly chap,2
char,They decided to char the meat,2
chas,,5
chat,They had a quick chat,1
chau,,5
chav,The term chav is used in British slang,4
chaw,He took a chaw of tobacco,4
chay,,5
chaz,,5
chee,,5
chef,The chef prepared a delicious meal,1
chem,He majored in chem in college,3
chen,Chen is a common surname in China,3
cher,Cher is a famous singer,2
ches,,5
chet,Chet Baker was a renowned jazz musician,3
chev,,5
chew,Please chew your food properly,1
chex,Chex Mix is a popular snack,3
chez,Chez Pierre is a fancy restaurant,3
chge,,5
chia,Chia seeds are healthy,2
chib,,5
chic,She always dresses in a chic style,2
chid,,5
chik,,5
chim,,5
chin,He has a strong chin,1
chip,He ate a potato chip,1
chis,,5
chit,He received a chit for his work,3
chiu,,5
chiv,,5
chiz,,5
choc,He loves choc ice cream,3
chog,,5
choi,Bok choi is a type of vegetable,3
chol,,5
chon,,5
choo,The train goes choo-choo,3
chop,He used a knife to chop the vegetables,1
chou,,5
chow,He loves to chow down on pizza,2
choy,,5
chua,,5
chub,The fish was a chub,3
chug,He took a big chug of water,2
chum,He is my best chum,3
chur,,5
chut,Chutney is a spicy condiment,3
ciao,She said ciao as she left,2
cibo,,5
cide,,5
cids,,5
ciel,,5
cien,,5
cigs,He quit smoking cigs,3
ciii,,5
cill,,5
cinc,,5
cine,He loves going to the cine,3
cino,,5
cinq,The French word for five is cinq,3
cion,,5
circ,,5
cire,,5
cirl,,5
cist,,5
cite,Please cite your sources,2
citi,He lives in the citi,3
cito,,5
cits,,5
city,New York City is huge,1
cive,,5
ckbe,,5
clac,,5
clad,He was clad in armor,3
clag,,5
clam,He found a clam on the beach,2
clan,He belongs to a Scottish clan,2
clap,The audience began to clap,1
clar,,5
clat,,5
claw,The cat has a sharp claw,1
clay,He molded the clay into a pot,1
clea,,5
clef,A treble clef is used in music notation,3
cleg,,5
clem,,5
cleo,Cleo is short for Cleopatra,3
clew,,5
clic,,5
clie,,5
clif,,5
clii,,5
clin,,5
clio,The Clio Awards honor advertising,3
clip,He used a paper clip,1
clit,,5
cliv,,5
clix,,5
clod,He stepped on a clod of dirt,3
clog,The drain was clogged,2
clon,,5
cloo,,5
clop,The horse's hooves went clop,3
clos,,5
clot,He had a blood clot,2
clou,,5
clow,,5
cloy,The overly sweet dessert began to cloy,3
club,He joined the local book club,1
clue,She found a clue in the mystery game,1
cluj,Cluj is a city in Romania,4
clvi,,5
clxi,,5
clxv,,5
clym,,5
cmaj,,5
cmas,,5
cmdr,Cmdr. Shepard is a character in Mass Effect,4
cmii,,5
cmix,,5
cmli,,5
cmlv,,5
cmlx,,5
cmon,"C'mon, let's go!",3
cmvi,,5
cnbc,CNBC is a business news channel,2
cnet,CNET reviews the latest tech gadgets,2
cnut,,5
coal,Coal is used as a fuel source,1
coat,She wore a warm coat,1
coax,He tried to coax the cat out of the tree,2
cobb,Ty Cobb was a famous baseball player,3
cobi,,5
cobo,,5
cobs,The cobs were left after eating the corn,3
coca,Coca leaves are used to make coca tea,3
coch,,5
cock,The rooster crowed at dawn,2
coco,Coco is a popular animated movie,2
coda,The symphony ended with a grand coda,3
code,He wrote a new code for the app,1
cods,The fisherman caught several cods,3
cody,Cody is a common first name,2
coed,The coed dorms were lively,3
coef,,5
coel,,5
coen,The Coen brothers are famous filmmakers,3
coes,,5
coff,,5
coft,,5
cogs,The machine's cogs were well-oiled,3
cohn,Michael Cohn is a well-known lawyer,3
coho,Coho salmon is a popular fish,3
coif,She wore her hair in a stylish coif,3
coil,He wound the coil tightly,2
coin,He found a rare coin,1
coir,Coir is used to make doormats,3
coit,,5
coke,He ordered a Coke with his meal,1
